,height,weight,day,lastDayEmptied,trashDayTarget
930,25,38,sun,sun,tues
931,28,41,sun,sun,tues
932,30,44,sun,sun,tues
933,34,46,sun,sun,tues
934,36,47,sun,sun,tues
935,38,49,mon,sun,tues
936,40,52,mon,sun,tues
937,44,54,mon,sun,tues
938,45,56,mon,sun,tues
939,46,59,mon,sun,tues
940,48,61,mon,sun,tues
941,52,65,mon,sun,tues
942,56,68,tues,sun,tues
943,58,69,tues,sun,tues
944,62,70,tues,sun,tues
945,63,71,tues,sun,tues
946,66,73,tues,sun,tues
947,68,74,tues,sun,tues
948,69,77,tues,sun,tues
949,70,78,tues,sun,tues
950,74,79,tues,sun,tues
951,78,81,tues,sun,tues
952,0,0,tues,tues,thur
953,4,1,tues,tues,thur
954,8,4,tues,tues,thur
955,10,6,tues,tues,thur
956,14,8,tues,tues,thur
957,17,10,tues,tues,thur
958,20,14,wed,tues,thur
959,22,18,wed,tues,thur
960,26,21,wed,tues,thur
961,29,23,wed,tues,thur
962,31,24,wed,tues,thur
963,35,28,wed,tues,thur
964,37,31,wed,tues,thur
965,39,34,wed,tues,thur
966,43,38,wed,tues,thur
967,47,39,wed,tues,thur
968,48,42,wed,tues,thur
969,52,44,wed,tues,thur
970,56,45,wed,tues,thur
971,60,49,wed,tues,thur
972,62,52,wed,tues,thur
973,65,53,wed,tues,thur
974,66,55,wed,tues,thur
975,67,59,wed,tues,thur
976,71,63,wed,tues,thur
977,73,65,wed,tues,thur
978,74,69,wed,tues,thur
979,75,72,wed,tues,thur
980,77,76,wed,tues,thur
981,79,79,wed,tues,thur
982,81,83,thur,tues,thur
983,0,0,thur,thur,tues
984,1,4,thur,thur,tues
985,5,8,thur,thur,tues
986,6,10,thur,thur,tues
987,10,14,thur,thur,tues
988,11,18,thur,thur,tues
989,15,19,fri,thur,tues
990,19,21,fri,thur,tues
991,22,23,fri,thur,tues
992,26,27,fri,thur,tues
993,27,28,fri,thur,tues
994,29,32,fri,thur,tues
995,30,34,fri,thur,tues
996,33,36,fri,thur,tues
997,35,38,fri,thur,tues
998,37,41,fri,thur,tues
999,39,45,fri,thur,tues
1000,40,48,fri,thur,tues
1001,44,51,fri,thur,tues
1002,46,55,sun,thur,tues
1003,48,56,sun,thur,tues
1004,49,57,sun,thur,tues
1005,53,60,sun,thur,tues
1006,55,63,sun,thur,tues
1007,56,65,sun,thur,tues
1008,57,68,mon,thur,tues
1009,60,69,mon,thur,tues
1010,62,70,mon,thur,tues
1011,64,72,mon,thur,tues
1012,66,75,mon,thur,tues
1013,68,79,mon,thur,tues
1014,70,83,tues,thur,tues
1015,0,0,tues,tues,wed
1016,1,1,tues,tues,wed
1017,2,5,tues,tues,wed
1018,5,7,tues,tues,wed
1019,8,8,tues,tues,wed
1020,9,10,tues,tues,wed
1021,10,12,tues,tues,wed
1022,14,14,tues,tues,wed
1023,17,15,tues,tues,wed
1024,18,18,tues,tues,wed
1025,22,22,tues,tues,wed
1026,23,23,tues,tues,wed
1027,24,24,tues,tues,wed
1028,26,28,tues,tues,wed
1029,27,32,tues,tues,wed
1030,31,35,tues,tues,wed
1031,34,37,tues,tues,wed
1032,38,38,tues,tues,wed
1033,42,42,tues,tues,wed
1034,45,44,tues,tues,wed
1035,48,46,tues,tues,wed
1036,52,47,tues,tues,wed
1037,53,48,tues,tues,wed
1038,57,49,wed,tues,wed
1039,58,52,wed,tues,wed
1040,62,56,wed,tues,wed
1041,65,59,wed,tues,wed
1042,67,62,wed,tues,wed
1043,69,65,wed,tues,wed
1044,70,69,wed,tues,wed
1045,74,71,wed,tues,wed
1046,78,73,wed,tues,wed
1047,81,77,wed,tues,wed
1048,0,0,wed,wed,fri
1049,4,1,wed,wed,fri
1050,7,4,wed,wed,fri
1051,10,8,wed,wed,fri
1052,13,10,wed,wed,fri
1053,17,13,wed,wed,fri
1054,21,14,wed,wed,fri
1055,25,18,thur,wed,fri
1056,27,19,thur,wed,fri
1057,30,21,thur,wed,fri
1058,33,23,thur,wed,fri
1059,35,25,thur,wed,fri
1060,36,26,thur,wed,fri
1061,39,29,thur,wed,fri
1062,42,32,thur,wed,fri
1063,44,33,thur,wed,fri
1064,48,37,thur,wed,fri
1065,51,39,fri,wed,fri
1066,53,42,fri,wed,fri
1067,56,45,fri,wed,fri
1068,58,47,fri,wed,fri
1069,61,48,fri,wed,fri
1070,65,52,fri,wed,fri
1071,66,53,fri,wed,fri
1072,68,54,fri,wed,fri
1073,72,58,fri,wed,fri
1074,73,62,fri,wed,fri
1075,76,63,fri,wed,fri
1076,80,67,fri,wed,fri
1077,0,0,fri,fri,sun
1078,3,2,fri,fri,sun
1079,6,6,fri,fri,sun
1080,8,8,fri,fri,sun
1081,10,10,fri,fri,sun
1082,11,14,fri,fri,sun
1083,13,17,fri,fri,sun
1084,16,19,fri,fri,sun
1085,17,22,fri,fri,sun
1086,18,26,fri,fri,sun
1087,20,27,sun,fri,sun
1088,23,29,sun,fri,sun
1089,24,32,sun,fri,sun
1090,26,35,sun,fri,sun
1091,28,39,sun,fri,sun
1092,32,43,sun,fri,sun
1093,35,46,sun,fri,sun
1094,36,47,sun,fri,sun
1095,39,50,sun,fri,sun
1096,40,52,sun,fri,sun
1097,41,56,sun,fri,sun
1098,44,60,sun,fri,sun
1099,48,63,sun,fri,sun
1100,50,67,sun,fri,sun
1101,51,70,sun,fri,sun
1102,54,72,sun,fri,sun
1103,57,76,sun,fri,sun
1104,58,78,sun,fri,sun
1105,61,81,sun,fri,sun
1106,0,0,sun,sun,tues
1107,1,1,sun,sun,tues
1108,5,4,sun,sun,tues
1109,7,5,mon,sun,tues
1110,10,8,mon,sun,tues
1111,13,11,mon,sun,tues
1112,14,15,mon,sun,tues
1113,16,19,mon,sun,tues
1114,19,21,mon,sun,tues
1115,21,24,mon,sun,tues
1116,24,26,mon,sun,tues
1117,27,29,mon,sun,tues
1118,28,30,mon,sun,tues
1119,30,31,mon,sun,tues
1120,32,33,mon,sun,tues
1121,36,34,mon,sun,tues
1122,38,35,mon,sun,tues
1123,42,38,mon,sun,tues
1124,43,41,mon,sun,tues
1125,47,43,mon,sun,tues
1126,48,46,mon,sun,tues
1127,51,47,mon,sun,tues
1128,52,51,mon,sun,tues
1129,55,55,mon,sun,tues
1130,59,57,mon,sun,tues
1131,62,58,mon,sun,tues
1132,63,60,mon,sun,tues
1133,67,61,tues,sun,tues
1134,69,62,tues,sun,tues
1135,70,65,tues,sun,tues
1136,72,69,tues,sun,tues
1137,73,73,tues,sun,tues
1138,76,76,tues,sun,tues
1139,78,77,tues,sun,tues
1140,80,79,tues,sun,tues
1141,0,0,tues,tues,wed
1142,1,3,tues,tues,wed
1143,4,7,tues,tues,wed
1144,7,9,tues,tues,wed
1145,8,13,tues,tues,wed
1146,10,14,tues,tues,wed
1147,13,18,tues,tues,wed
1148,16,21,tues,tues,wed
1149,17,22,tues,tues,wed
1150,18,23,tues,tues,wed
1151,21,27,tues,tues,wed
1152,24,31,tues,tues,wed
1153,27,34,tues,tues,wed
1154,29,37,tues,tues,wed
1155,33,41,tues,tues,wed
1156,37,42,tues,tues,wed
1157,38,46,tues,tues,wed
1158,40,47,tues,tues,wed
1159,44,51,tues,tues,wed
1160,48,54,tues,tues,wed
1161,49,57,tues,tues,wed
1162,50,60,tues,tues,wed
1163,53,61,wed,tues,wed
1164,55,64,wed,tues,wed
1165,59,67,wed,tues,wed
1166,60,70,wed,tues,wed
1167,62,74,wed,tues,wed
1168,64,75,wed,tues,wed
1169,67,79,wed,tues,wed
1170,68,83,wed,tues,wed
1171,0,0,wed,wed,sun
1172,2,1,wed,wed,sun
1173,4,2,thur,wed,sun
1174,8,6,thur,wed,sun
1175,11,8,thur,wed,sun
1176,15,12,thur,wed,sun
1177,17,15,thur,wed,sun
1178,21,17,thur,wed,sun
1179,22,20,thur,wed,sun
1180,23,24,thur,wed,sun
1181,25,27,thur,wed,sun
1182,26,28,thur,wed,sun
1183,30,31,thur,wed,sun
1184,33,32,thur,wed,sun
1185,34,36,thur,wed,sun
1186,35,40,thur,wed,sun
1187,38,43,thur,wed,sun
1188,41,45,thur,wed,sun
1189,42,49,thur,wed,sun
1190,44,52,thur,wed,sun
1191,45,54,thur,wed,sun
1192,49,56,thur,wed,sun
1193,51,59,thur,wed,sun
1194,52,62,thur,wed,sun
1195,56,65,thur,wed,sun
1196,57,69,fri,wed,sun
1197,60,71,fri,wed,sun
1198,62,74,fri,wed,sun
1199,66,77,fri,wed,sun
1200,68,80,sun,wed,sun
1201,0,0,sun,sun,mon
1202,3,4,sun,sun,mon
1203,6,8,sun,sun,mon
1204,8,11,sun,sun,mon
1205,9,15,sun,sun,mon
1206,11,17,sun,sun,mon
1207,14,20,sun,sun,mon
1208,15,22,sun,sun,mon
1209,16,26,sun,sun,mon
1210,19,28,sun,sun,mon
1211,21,29,sun,sun,mon
1212,24,30,sun,sun,mon
1213,25,33,sun,sun,mon
1214,29,34,sun,sun,mon
1215,33,35,sun,sun,mon
1216,34,37,sun,sun,mon
1217,38,39,sun,sun,mon
1218,42,43,sun,sun,mon
1219,45,44,sun,sun,mon
1220,49,47,sun,sun,mon
1221,50,49,sun,sun,mon
1222,54,51,sun,sun,mon
1223,56,54,mon,sun,mon
1224,58,58,mon,sun,mon
1225,62,60,mon,sun,mon
1226,64,61,mon,sun,mon
1227,68,65,mon,sun,mon
1228,72,66,mon,sun,mon
1229,75,70,mon,sun,mon
1230,79,72,mon,sun,mon
1231,81,75,mon,sun,mon
1232,0,0,mon,mon,thur
1233,1,2,mon,mon,thur
1234,5,5,mon,mon,thur
1235,8,7,tues,mon,thur
1236,10,10,tues,mon,thur
1237,14,13,tues,mon,thur
1238,17,14,tues,mon,thur
1239,18,15,tues,mon,thur
1240,22,18,tues,mon,thur
1241,26,19,tues,mon,thur
1242,29,21,tues,mon,thur
1243,30,22,wed,mon,thur
1244,34,23,wed,mon,thur
1245,38,27,wed,mon,thur
1246,41,29,wed,mon,thur
1247,45,33,wed,mon,thur
1248,47,35,wed,mon,thur
1249,49,37,wed,mon,thur
1250,53,38,wed,mon,thur
1251,56,40,wed,mon,thur
1252,60,44,wed,mon,thur
1253,64,48,wed,mon,thur
1254,66,49,wed,mon,thur
1255,68,52,wed,mon,thur
1256,70,56,wed,mon,thur
1257,74,57,wed,mon,thur
1258,76,61,wed,mon,thur
1259,79,64,thur,mon,thur
1260,83,68,thur,mon,thur
1261,0,0,thur,thur,sun
1262,2,4,thur,thur,sun
1263,6,6,thur,thur,sun
1264,7,9,thur,thur,sun
1265,8,13,thur,thur,sun
1266,11,16,thur,thur,sun
1267,13,18,thur,thur,sun
1268,15,20,thur,thur,sun
1269,17,22,thur,thur,sun
1270,20,25,thur,thur,sun
1271,21,28,thur,thur,sun
1272,23,29,thur,thur,sun
1273,27,30,thur,thur,sun
1274,31,32,thur,thur,sun
1275,32,34,fri,thur,sun
1276,36,38,fri,thur,sun
1277,39,41,fri,thur,sun
1278,42,45,fri,thur,sun
1279,44,47,fri,thur,sun
1280,46,50,fri,thur,sun
1281,47,52,fri,thur,sun
1282,49,54,fri,thur,sun
1283,50,55,fri,thur,sun
1284,52,59,fri,thur,sun
1285,56,60,fri,thur,sun
1286,58,62,fri,thur,sun
1287,59,66,fri,thur,sun
1288,60,67,fri,thur,sun
1289,61,71,fri,thur,sun
1290,63,75,fri,thur,sun
1291,64,77,fri,thur,sun
1292,67,81,fri,thur,sun
1293,0,0,sun,sun,wed
1294,2,1,sun,sun,wed
1295,3,3,sun,sun,wed
1296,6,7,sun,sun,wed
1297,9,8,sun,sun,wed
1298,13,12,sun,sun,wed
1299,14,13,sun,sun,wed
1300,17,14,sun,sun,wed
1301,20,15,sun,sun,wed
1302,22,16,sun,sun,wed
1303,24,17,sun,sun,wed
1304,25,19,sun,sun,wed
1305,28,22,sun,sun,wed
1306,32,23,sun,sun,wed
1307,34,27,sun,sun,wed
1308,36,30,sun,sun,wed
1309,39,33,sun,sun,wed
1310,43,34,sun,sun,wed
1311,46,38,sun,sun,wed
1312,47,42,sun,sun,wed
1313,49,46,sun,sun,wed
1314,53,48,sun,sun,wed
1315,57,50,sun,sun,wed
1316,59,51,sun,sun,wed
1317,61,55,sun,sun,wed
1318,62,56,sun,sun,wed
1319,64,57,mon,sun,wed
1320,65,61,mon,sun,wed
1321,66,64,tues,sun,wed
1322,69,67,tues,sun,wed
1323,73,68,tues,sun,wed
1324,74,72,wed,sun,wed
1325,76,74,wed,sun,wed
1326,80,78,wed,sun,wed
1327,0,0,wed,wed,fri
1328,2,3,wed,wed,fri
1329,4,7,wed,wed,fri
1330,8,10,wed,wed,fri
1331,10,13,wed,wed,fri
1332,13,17,wed,wed,fri
1333,14,18,wed,wed,fri
1334,15,20,wed,wed,fri
1335,19,24,wed,wed,fri
1336,22,25,wed,wed,fri
1337,23,26,wed,wed,fri
1338,26,27,wed,wed,fri
1339,27,28,wed,wed,fri
1340,31,32,wed,wed,fri
1341,35,36,wed,wed,fri
1342,38,37,wed,wed,fri
1343,42,41,wed,wed,fri
1344,46,45,thur,wed,fri
1345,49,48,thur,wed,fri
1346,53,50,thur,wed,fri
1347,54,51,thur,wed,fri
1348,56,52,thur,wed,fri
1349,59,55,thur,wed,fri
1350,60,56,thur,wed,fri
1351,63,58,thur,wed,fri
1352,65,62,thur,wed,fri
1353,66,64,thur,wed,fri
1354,68,66,thur,wed,fri
1355,71,70,thur,wed,fri
1356,72,73,thur,wed,fri
1357,74,76,thur,wed,fri
1358,77,77,fri,wed,fri
1359,78,80,fri,wed,fri
1360,0,0,fri,fri,sun
1361,3,4,fri,fri,sun
1362,4,5,fri,fri,sun
1363,7,7,fri,fri,sun
1364,9,11,fri,fri,sun
1365,12,13,fri,fri,sun
1366,13,16,fri,fri,sun
1367,15,19,fri,fri,sun
1368,19,21,fri,fri,sun
1369,21,24,fri,fri,sun
1370,22,26,fri,fri,sun
1371,26,28,fri,fri,sun
1372,30,30,fri,fri,sun
1373,34,32,fri,fri,sun
1374,37,34,fri,fri,sun
1375,40,36,fri,fri,sun
1376,42,39,fri,fri,sun
1377,46,40,fri,fri,sun
1378,50,41,fri,fri,sun
1379,53,42,fri,fri,sun
1380,54,45,fri,fri,sun
1381,56,46,fri,fri,sun
1382,58,47,fri,fri,sun
1383,61,51,fri,fri,sun
1384,63,53,fri,fri,sun
1385,66,54,fri,fri,sun
1386,68,57,fri,fri,sun
1387,72,60,sun,fri,sun
1388,75,62,sun,fri,sun
1389,76,65,sun,fri,sun
1390,79,66,sun,fri,sun
1391,81,67,sun,fri,sun
1392,0,0,sun,sun,mon
1393,3,1,sun,sun,mon
1394,5,3,sun,sun,mon
1395,7,6,sun,sun,mon
1396,8,9,sun,sun,mon
1397,12,10,sun,sun,mon
1398,16,12,sun,sun,mon
1399,18,15,sun,sun,mon
1400,22,17,mon,sun,mon
1401,25,19,mon,sun,mon
1402,28,21,mon,sun,mon
1403,30,23,mon,sun,mon
1404,31,25,mon,sun,mon
1405,34,26,mon,sun,mon
1406,35,30,mon,sun,mon
1407,36,32,mon,sun,mon
1408,37,34,mon,sun,mon
1409,38,38,mon,sun,mon
1410,40,41,mon,sun,mon
1411,41,44,mon,sun,mon
1412,42,46,mon,sun,mon
1413,44,50,mon,sun,mon
1414,47,52,mon,sun,mon
1415,48,56,mon,sun,mon
1416,52,57,mon,sun,mon
1417,54,60,mon,sun,mon
1418,58,64,mon,sun,mon
1419,59,66,mon,sun,mon
1420,62,68,mon,sun,mon
1421,65,71,mon,sun,mon
1422,68,75,mon,sun,mon
1423,70,76,mon,sun,mon
1424,71,79,mon,sun,mon
1425,73,82,mon,sun,mon
1426,0,0,mon,mon,thur
1427,4,4,mon,mon,thur
1428,6,7,tues,mon,thur
1429,7,8,tues,mon,thur
1430,9,11,tues,mon,thur
1431,10,13,tues,mon,thur
1432,13,15,wed,mon,thur
1433,15,19,wed,mon,thur
1434,19,23,wed,mon,thur
1435,23,24,wed,mon,thur
1436,27,28,wed,mon,thur
1437,28,32,wed,mon,thur
1438,31,33,wed,mon,thur
1439,32,35,thur,mon,thur
1440,33,37,thur,mon,thur
1441,34,38,thur,mon,thur
1442,36,40,thur,mon,thur
1443,40,41,thur,mon,thur
1444,44,42,thur,mon,thur
1445,47,44,thur,mon,thur
1446,51,47,thur,mon,thur
1447,54,51,thur,mon,thur
1448,55,55,thur,mon,thur
1449,59,57,thur,mon,thur
1450,63,61,thur,mon,thur
1451,65,65,thur,mon,thur
1452,68,67,thur,mon,thur
1453,70,71,thur,mon,thur
1454,72,73,thur,mon,thur
1455,73,77,thur,mon,thur
1456,76,78,thur,mon,thur
1457,77,81,thur,mon,thur
1458,0,0,thur,thur,tues
1459,3,4,thur,thur,tues
1460,7,8,thur,thur,tues
1461,8,9,thur,thur,tues
1462,10,12,thur,thur,tues
1463,13,14,fri,thur,tues
1464,15,18,fri,thur,tues
1465,17,20,fri,thur,tues
1466,19,21,fri,thur,tues
1467,22,23,sun,thur,tues
1468,24,25,sun,thur,tues
1469,25,27,mon,thur,tues
1470,29,31,mon,thur,tues
1471,31,32,mon,thur,tues
1472,35,36,mon,thur,tues
1473,38,37,mon,thur,tues
1474,39,40,mon,thur,tues
1475,40,41,tues,thur,tues
1476,42,43,tues,thur,tues
1477,45,46,tues,thur,tues
1478,48,48,tues,thur,tues
1479,51,50,tues,thur,tues
1480,55,51,tues,thur,tues
1481,58,53,tues,thur,tues
1482,59,57,tues,thur,tues
1483,60,59,tues,thur,tues
1484,63,62,tues,thur,tues
1485,65,66,tues,thur,tues
1486,69,67,tues,thur,tues
1487,73,70,tues,thur,tues
1488,77,71,tues,thur,tues
1489,79,73,tues,thur,tues
1490,82,77,tues,thur,tues
1491,0,0,tues,tues,thur
1492,2,2,tues,tues,thur
1493,3,6,tues,tues,thur
1494,5,8,tues,tues,thur
1495,9,9,tues,tues,thur
1496,11,10,tues,tues,thur
1497,15,14,wed,tues,thur
1498,19,15,wed,tues,thur
1499,20,16,wed,tues,thur
1500,21,19,wed,tues,thur
1501,23,23,wed,tues,thur
1502,26,26,wed,tues,thur
1503,29,29,wed,tues,thur
1504,32,31,wed,tues,thur
1505,36,35,wed,tues,thur
1506,38,37,wed,tues,thur
1507,41,39,wed,tues,thur
1508,42,41,wed,tues,thur
1509,44,45,wed,tues,thur
1510,47,47,wed,tues,thur
1511,50,49,wed,tues,thur
1512,51,52,wed,tues,thur
1513,53,53,wed,tues,thur
1514,55,56,wed,tues,thur
1515,57,57,wed,tues,thur
1516,59,61,wed,tues,thur
1517,60,63,wed,tues,thur
1518,62,66,wed,tues,thur
1519,65,70,wed,tues,thur
1520,69,74,wed,tues,thur
1521,71,75,thur,tues,thur
1522,74,79,thur,tues,thur
1523,77,81,thur,tues,thur
1524,0,0,thur,thur,fri
1525,2,1,thur,thur,fri
1526,6,4,thur,thur,fri
1527,7,6,thur,thur,fri
1528,9,10,thur,thur,fri
1529,12,13,thur,thur,fri
1530,15,16,thur,thur,fri
1531,16,18,thur,thur,fri
1532,19,20,thur,thur,fri
1533,23,24,thur,thur,fri
1534,24,26,thur,thur,fri
1535,25,28,thur,thur,fri
1536,26,30,thur,thur,fri
1537,28,32,thur,thur,fri
1538,30,36,thur,thur,fri
1539,33,37,thur,thur,fri
1540,37,40,fri,thur,fri
1541,41,44,fri,thur,fri
1542,44,46,fri,thur,fri
1543,45,47,fri,thur,fri
1544,48,50,fri,thur,fri
1545,51,54,fri,thur,fri
1546,52,55,fri,thur,fri
1547,55,56,fri,thur,fri
1548,56,57,fri,thur,fri
1549,60,60,fri,thur,fri
1550,62,62,fri,thur,fri
1551,64,63,fri,thur,fri
1552,67,64,fri,thur,fri
1553,71,67,fri,thur,fri
1554,73,69,fri,thur,fri
1555,74,70,fri,thur,fri
1556,78,71,fri,thur,fri
1557,81,75,fri,thur,fri
1558,0,0,fri,fri,wed
1559,3,4,fri,fri,wed
1560,7,5,fri,fri,wed
1561,11,7,fri,fri,wed
1562,13,9,fri,fri,wed
1563,15,10,fri,fri,wed
1564,19,12,fri,fri,wed
1565,22,14,fri,fri,wed
1566,23,16,fri,fri,wed
1567,24,17,fri,fri,wed
1568,25,21,fri,fri,wed
1569,29,23,fri,fri,wed
1570,30,25,sun,fri,wed
1571,32,28,mon,fri,wed
1572,34,29,mon,fri,wed
1573,37,33,mon,fri,wed
1574,41,36,mon,fri,wed
1575,42,37,mon,fri,wed
1576,45,41,mon,fri,wed
1577,46,42,mon,fri,wed
1578,50,43,mon,fri,wed
1579,53,45,mon,fri,wed
1580,55,47,tues,fri,wed
1581,56,50,wed,fri,wed
1582,57,54,wed,fri,wed
1583,58,57,wed,fri,wed
1584,60,60,wed,fri,wed
1585,62,61,wed,fri,wed
1586,63,64,wed,fri,wed
1587,67,65,wed,fri,wed
1588,68,67,wed,fri,wed
1589,70,68,wed,fri,wed
1590,72,72,wed,fri,wed
1591,75,76,wed,fri,wed
1592,77,80,wed,fri,wed
1593,0,0,wed,wed,sun
1594,2,4,wed,wed,sun
1595,3,6,wed,wed,sun
1596,4,8,wed,wed,sun
1597,6,11,wed,wed,sun
1598,10,12,wed,wed,sun
1599,11,15,wed,wed,sun
1600,13,18,wed,wed,sun
1601,16,21,wed,wed,sun
1602,20,24,wed,wed,sun
1603,24,27,wed,wed,sun
1604,26,31,wed,wed,sun
1605,30,35,wed,wed,sun
1606,34,37,thur,wed,sun
1607,37,39,thur,wed,sun
1608,39,42,thur,wed,sun
1609,41,43,thur,wed,sun
1610,44,46,thur,wed,sun
1611,46,47,thur,wed,sun
1612,47,51,thur,wed,sun
1613,48,53,thur,wed,sun
1614,51,56,thur,wed,sun
1615,52,59,thur,wed,sun
1616,54,62,thur,wed,sun
1617,56,65,fri,wed,sun
1618,60,68,fri,wed,sun
1619,64,70,fri,wed,sun
1620,65,72,fri,wed,sun
1621,68,74,sun,wed,sun
1622,70,78,sun,wed,sun
1623,74,79,sun,wed,sun
1624,78,80,sun,wed,sun
1625,0,0,sun,sun,mon
1626,4,2,sun,sun,mon
1627,8,6,sun,sun,mon
1628,12,9,sun,sun,mon
1629,13,11,sun,sun,mon
1630,14,15,sun,sun,mon
1631,16,16,sun,sun,mon
1632,20,20,sun,sun,mon
1633,21,22,sun,sun,mon
1634,23,24,sun,sun,mon
1635,24,25,sun,sun,mon
1636,25,27,sun,sun,mon
1637,28,28,sun,sun,mon
1638,31,32,sun,sun,mon
1639,34,36,sun,sun,mon
1640,37,38,sun,sun,mon
1641,39,39,sun,sun,mon
1642,40,42,sun,sun,mon
1643,42,46,sun,sun,mon
1644,46,49,sun,sun,mon
1645,48,51,sun,sun,mon
1646,51,52,sun,sun,mon
1647,52,54,sun,sun,mon
1648,56,55,sun,sun,mon
1649,60,57,sun,sun,mon
1650,62,61,sun,sun,mon
1651,64,63,mon,sun,mon
1652,66,67,mon,sun,mon
1653,68,71,mon,sun,mon
1654,71,72,mon,sun,mon
1655,73,74,mon,sun,mon
1656,75,77,mon,sun,mon
1657,76,78,mon,sun,mon
1658,79,80,mon,sun,mon
1659,0,0,mon,mon,tues
1660,2,2,mon,mon,tues
1661,3,4,mon,mon,tues
1662,7,8,mon,mon,tues
1663,11,12,mon,mon,tues
1664,12,14,mon,mon,tues
1665,16,17,mon,mon,tues
1666,18,19,mon,mon,tues
1667,19,20,mon,mon,tues
1668,21,21,mon,mon,tues
1669,23,24,mon,mon,tues
1670,24,25,mon,mon,tues
1671,27,26,mon,mon,tues
1672,28,29,mon,mon,tues
1673,29,30,mon,mon,tues
1674,33,34,mon,mon,tues
1675,35,35,tues,mon,tues
1676,38,36,tues,mon,tues
1677,41,37,tues,mon,tues
1678,45,39,tues,mon,tues
1679,48,41,tues,mon,tues
1680,50,45,tues,mon,tues
1681,54,49,tues,mon,tues
1682,55,51,tues,mon,tues
1683,59,54,tues,mon,tues
1684,62,55,tues,mon,tues
1685,64,57,tues,mon,tues
1686,65,61,tues,mon,tues
1687,68,65,tues,mon,tues
1688,70,66,tues,mon,tues
1689,73,67,tues,mon,tues
1690,74,71,tues,mon,tues
1691,77,75,tues,mon,tues
1692,81,78,tues,mon,tues
1693,0,0,tues,tues,thur
1694,4,2,tues,tues,thur
1695,7,5,tues,tues,thur
1696,9,7,tues,tues,thur
1697,10,10,wed,tues,thur
1698,11,14,wed,tues,thur
1699,12,18,wed,tues,thur
1700,14,19,wed,tues,thur
1701,17,23,wed,tues,thur
1702,18,24,wed,tues,thur
1703,22,28,wed,tues,thur
1704,25,31,wed,tues,thur
1705,27,34,wed,tues,thur
1706,30,38,wed,tues,thur
1707,33,40,wed,tues,thur
1708,36,42,wed,tues,thur
1709,37,43,wed,tues,thur
1710,39,45,wed,tues,thur
1711,42,49,wed,tues,thur
1712,45,50,wed,tues,thur
1713,48,51,wed,tues,thur
1714,51,54,wed,tues,thur
1715,55,57,wed,tues,thur
1716,57,61,wed,tues,thur
1717,59,65,thur,tues,thur
1718,63,66,thur,tues,thur
1719,67,69,thur,tues,thur
1720,70,70,thur,tues,thur
1721,73,74,thur,tues,thur
1722,76,75,thur,tues,thur
1723,80,79,thur,tues,thur
1724,0,0,thur,thur,sun
1725,2,1,thur,thur,sun
1726,4,3,thur,thur,sun
1727,5,7,fri,thur,sun
1728,9,11,fri,thur,sun
1729,13,13,fri,thur,sun
1730,16,14,fri,thur,sun
1731,18,17,fri,thur,sun
1732,20,18,fri,thur,sun
1733,23,19,fri,thur,sun
1734,26,21,fri,thur,sun
1735,28,23,fri,thur,sun
1736,30,27,fri,thur,sun
1737,34,30,fri,thur,sun
1738,38,33,fri,thur,sun
1739,40,37,fri,thur,sun
1740,44,38,fri,thur,sun
1741,47,39,fri,thur,sun
1742,50,43,fri,thur,sun
1743,52,45,fri,thur,sun
1744,54,48,fri,thur,sun
1745,56,51,fri,thur,sun
1746,60,54,fri,thur,sun
1747,62,55,fri,thur,sun
1748,66,58,fri,thur,sun
1749,67,61,fri,thur,sun
1750,68,64,fri,thur,sun
1751,69,66,fri,thur,sun
1752,72,70,fri,thur,sun
1753,74,73,fri,thur,sun
1754,77,77,fri,thur,sun
1755,78,79,fri,thur,sun
1756,80,82,sun,thur,sun
1757,0,0,sun,sun,mon
1758,2,2,sun,sun,mon
1759,3,3,sun,sun,mon
1760,5,5,sun,sun,mon
1761,9,7,sun,sun,mon
1762,10,11,sun,sun,mon
1763,14,13,sun,sun,mon
1764,17,15,sun,sun,mon
1765,19,18,sun,sun,mon
1766,22,20,sun,sun,mon
1767,24,21,sun,sun,mon
1768,25,23,sun,sun,mon
1769,27,26,sun,sun,mon
1770,30,30,sun,sun,mon
1771,31,32,sun,sun,mon
1772,35,34,sun,sun,mon
1773,39,36,sun,sun,mon
1774,40,38,sun,sun,mon
1775,44,42,sun,sun,mon
1776,48,45,sun,sun,mon
1777,50,46,sun,sun,mon
1778,53,47,sun,sun,mon
1779,55,50,sun,sun,mon
1780,59,51,sun,sun,mon
1781,63,55,sun,sun,mon
1782,65,56,sun,sun,mon
1783,66,57,sun,sun,mon
1784,68,58,sun,sun,mon
1785,71,61,sun,sun,mon
1786,73,62,mon,sun,mon
1787,77,63,mon,sun,mon
1788,78,66,mon,sun,mon
1789,80,69,mon,sun,mon
1790,0,0,mon,mon,thur
1791,4,2,mon,mon,thur
1792,7,5,mon,mon,thur
1793,8,6,mon,mon,thur
1794,10,9,mon,mon,thur
1795,14,10,mon,mon,thur
1796,17,11,mon,mon,thur
1797,18,15,mon,mon,thur
1798,19,19,mon,mon,thur
1799,20,21,mon,mon,thur
1800,21,24,mon,mon,thur
1801,23,25,mon,mon,thur
1802,27,28,mon,mon,thur
1803,30,29,mon,mon,thur
1804,32,30,tues,mon,thur
1805,35,31,tues,mon,thur
1806,36,33,tues,mon,thur
